fips,state,year,share_20_34
41,Oregon,2020,0.202753
41,Oregon,2021,0.201921
41,Oregon,2022,0.201134
41,Oregon,2023,0.200241
42,Pennsylvania,2000,0.187467
42,Pennsylvania,2001,0.185723
42,Pennsylvania,2002,0.185049
42,Pennsylvania,2003,0.185003
42,Pennsylvania,2004,0.184331
42,Pennsylvania,2005,0.183537
42,Pennsylvania,2006,0.182972
42,Pennsylvania,2007,0.18315
42,Pennsylvania,2008,0.184344
42,Pennsylvania,2009,0.186264
42,Pennsylvania,2010,0.18821
42,Pennsylvania,2011,0.191302
42,Pennsylvania,2012,0.193615
42,Pennsylvania,2013,0.195428
42,Pennsylvania,2014,0.196616
42,Pennsylvania,2015,0.196741
42,Pennsylvania,2016,0.196768
42,Pennsylvania,2017,0.196474
42,Pennsylvania,2018,0.196179
42,Pennsylvania,2019,0.195653
42,Pennsylvania,2020,0.192763
42,Pennsylvania,2021,0.19299
42,Pennsylvania,2022,0.191741
42,Pennsylvania,2023,0.190311
44,Rhode Island,2000,0.202206
44,Rhode Island,2001,0.200788
44,Rhode Island,2002,0.200308
44,Rhode Island,2003,0.199391
44,Rhode Island,2004,0.198537
44,Rhode Island,2005,0.197171
44,Rhode Island,2006,0.195678
44,Rhode Island,2007,0.195432
44,Rhode Island,2008,0.196458
44,Rhode Island,2009,0.197341
44,Rhode Island,2010,0.198531
44,Rhode Island,2011,0.201753
44,Rhode Island,2012,0.204376
44,Rhode Island,2013,0.206372
44,Rhode Island,2014,0.208412
44,Rhode Island,2015,0.209185
44,Rhode Island,2016,0.209799
44,Rhode Island,2017,0.209469
44,Rhode Island,2018,0.209804
44,Rhode Island,2019,0.209539
44,Rhode Island,2020,0.206926
44,Rhode Island,2021,0.206845
44,Rhode Island,2022,0.205238
44,Rhode Island,2023,0.20392
45,South Carolina,2000,0.209507
45,South Carolina,2001,0.207875
45,South Carolina,2002,0.206973
45,South Carolina,2003,0.205409
45,South Carolina,2004,0.204756
45,South Carolina,2005,0.202563
45,South Carolina,2006,0.200452
45,South Carolina,2007,0.199236
45,South Carolina,2008,0.198774
45,South Carolina,2009,0.199008
45,South Carolina,2010,0.196065
45,South Carolina,2011,0.196858
45,South Carolina,2012,0.197659
45,South Carolina,2013,0.198602
45,South Carolina,2014,0.198392
45,South Carolina,2015,0.19786
45,South Carolina,2016,0.196727
45,South Carolina,2017,0.195583
45,South Carolina,2018,0.194235
45,South Carolina,2019,0.193416
45,South Carolina,2020,0.190205
45,South Carolina,2021,0.19002
45,South Carolina,2022,0.189468
45,South Carolina,2023,0.188522
46,South Dakota,2000,0.190182
46,South Dakota,2001,0.189258
46,South Dakota,2002,0.1912
46,South Dakota,2003,0.192837
46,South Dakota,2004,0.194599
46,South Dakota,2005,0.195589
46,South Dakota,2006,0.195491
46,South Dakota,2007,0.196039
46,South Dakota,2008,0.197088
46,South Dakota,2009,0.199448
46,South Dakota,2010,0.198093
46,South Dakota,2011,0.199556
46,South Dakota,2012,0.201432
46,South Dakota,2013,0.202695
46,South Dakota,2014,0.20212
46,South Dakota,2015,0.200832
46,South Dakota,2016,0.199733
46,South Dakota,2017,0.199112
46,South Dakota,2018,0.197033
46,South Dakota,2019,0.195546
46,South Dakota,2020,0.190323
46,South Dakota,2021,0.190119
46,South Dakota,2022,0.189623
46,South Dakota,2023,0.189535
47,Tennessee,2000,0.210816
47,Tennessee,2001,0.209684
47,Tennessee,2002,0.208344
47,Tennessee,2003,0.206417
47,Tennessee,2004,0.205483
47,Tennessee,2005,0.20341
47,Tennessee,2006,0.199993
47,Tennessee,2007,0.199065
47,Tennessee,2008,0.196791
47,Tennessee,2009,0.197165
47,Tennessee,2010,0.196114
47,Tennessee,2011,0.197726
47,Tennessee,2012,0.199162
47,Tennessee,2013,0.200372
47,Tennessee,2014,0.200967
47,Tennessee,2015,0.200913
47,Tennessee,2016,0.201367
47,Tennessee,2017,0.201859
47,Tennessee,2018,0.202346
47,Tennessee,2019,0.202741
47,Tennessee,2020,0.200719
47,Tennessee,2021,0.200764
47,Tennessee,2022,0.201751
47,Tennessee,2023,0.201874
48,Texas,2000,0.225085
48,Texas,2001,0.22509
48,Texas,2002,0.225414
48,Texas,2003,0.224462
48,Texas,2004,0.223193
48,Texas,2005,0.221467
48,Texas,2006,0.219421
48,Texas,2007,0.217863
48,Texas,2008,0.216937
48,Texas,2009,0.216272
48,Texas,2010,0.21386
48,Texas,2011,0.215322
48,Texas,2012,0.216377
48,Texas,2013,0.217427
48,Texas,2014,0.218252
48,Texas,2015,0.218154
48,Texas,2016,0.217536
48,Texas,2017,0.216532
48,Texas,2018,0.215405
48,Texas,2019,0.214931
48,Texas,2020,0.210924
48,Texas,2021,0.211193
48,Texas,2022,0.21162
48,Texas,2023,0.211918
49,Utah,2000,0.246934
49,Utah,2001,0.249592
49,Utah,2002,0.252528
49,Utah,2003,0.25378
49,Utah,2004,0.253695
49,Utah,2005,0.252285
49,Utah,2006,0.2501
49,Utah,2007,0.248714
49,Utah,2008,0.247184
49,Utah,2009,0.245347
49,Utah,2010,0.24199
49,Utah,2011,0.240876
49,Utah,2012,0.239144
49,Utah,2013,0.236616
49,Utah,2014,0.234026
49,Utah,2015,0.231363
49,Utah,2016,0.230062
49,Utah,2017,0.229347
49,Utah,2018,0.228897
49,Utah,2019,0.229299
49,Utah,2020,0.22696
49,Utah,2021,0.229166
49,Utah,2022,0.231444
49,Utah,2023,0.233709
50,Vermont,2000,0.18412
50,Vermont,2001,0.180911
50,Vermont,2002,0.180095
50,Vermont,2003,0.180185
50,Vermont,2004,0.179554
50,Vermont,2005,0.179027
50,Vermont,2006,0.178366
50,Vermont,2007,0.177816
50,Vermont,2008,0.178362
50,Vermont,2009,0.180312
50,Vermont,2010,0.180851
50,Vermont,2011,0.183108
50,Vermont,2012,0.184639
50,Vermont,2013,0.18699
50,Vermont,2014,0.188688
50,Vermont,2015,0.190151
50,Vermont,2016,0.19096
50,Vermont,2017,0.191752
50,Vermont,2018,0.191871
50,Vermont,2019,0.192186
50,Vermont,2020,0.189047
50,Vermont,2021,0.189593
50,Vermont,2022,0.187953
50,Vermont,2023,0.186699
51,Virginia,2000,0.214199
51,Virginia,2001,0.212005
51,Virginia,2002,0.209712
51,Virginia,2003,0.208686
51,Virginia,2004,0.207839
51,Virginia,2005,0.207174
51,Virginia,2006,0.206584
51,Virginia,2007,0.206035
51,Virginia,2008,0.206165
51,Virginia,2009,0.206982
51,Virginia,2010,0.201822
51,Virginia,2011,0.20375
51,Virginia,2012,0.205088
51,Virginia,2013,0.205661
51,Virginia,2014,0.206073
51,Virginia,2015,0.205159
51,Virginia,2016,0.203645
51,Virginia,2017,0.203143
51,Virginia,2018,0.201589
51,Virginia,2019,0.20099
51,Virginia,2020,0.197535
51,Virginia,2021,0.196976
51,Virginia,2022,0.196237
51,Virginia,2023,0.195331
53,Washington,2000,0.208506
53,Washington,2001,0.209371
53,Washington,2002,0.209809
53,Washington,2003,0.208846
53,Washington,2004,0.20689
53,Washington,2005,0.205568
53,Washington,2006,0.205302
53,Washington,2007,0.204488
53,Washington,2008,0.206555
53,Washington,2009,0.20786
53,Washington,2010,0.204893
53,Washington,2011,0.20705
53,Washington,2012,0.209144
53,Washington,2013,0.20936
53,Washington,2014,0.210916
53,Washington,2015,0.211391
53,Washington,2016,0.212314
53,Washington,2017,0.213238
53,Washington,2018,0.213749
53,Washington,2019,0.213964
53,Washington,2020,0.211048
53,Washington,2021,0.209514
53,Washington,2022,0.210067
53,Washington,2023,0.209516
54,West Virginia,2000,0.192552
54,West Virginia,2001,0.19198
54,West Virginia,2002,0.192039
54,West Virginia,2003,0.192056
54,West Virginia,2004,0.190386
54,West Virginia,2005,0.18903
54,West Virginia,2006,0.186457
54,West Virginia,2007,0.184426
54,West Virginia,2008,0.182588
54,West Virginia,2009,0.182558
54,West Virginia,2010,0.182494
54,West Virginia,2011,0.184826
54,West Virginia,2012,0.185872
54,West Virginia,2013,0.186074
54,West Virginia,2014,0.18584
54,West Virginia,2015,0.184729
54,West Virginia,2016,0.183812
54,West Virginia,2017,0.182539
54,West Virginia,2018,0.181565
54,West Virginia,2019,0.181559
54,West Virginia,2020,0.180801
54,West Virginia,2021,0.182308
54,West Virginia,2022,0.182956
54,West Virginia,2023,0.183958
55,Wisconsin,2000,0.197884
55,Wisconsin,2001,0.195813
55,Wisconsin,2002,0.195314
55,Wisconsin,2003,0.195413
55,Wisconsin,2004,0.194795
55,Wisconsin,2005,0.194111
55,Wisconsin,2006,0.193276
55,Wisconsin,2007,0.193018
55,Wisconsin,2008,0.193545
55,Wisconsin,2009,0.194388
55,Wisconsin,2010,0.194657
55,Wisconsin,2011,0.195483
55,Wisconsin,2012,0.19646
55,Wisconsin,2013,0.19726
55,Wisconsin,2014,0.197612
55,Wisconsin,2015,0.19691
55,Wisconsin,2016,0.196357
55,Wisconsin,2017,0.195642
55,Wisconsin,2018,0.194937
55,Wisconsin,2019,0.194503
55,Wisconsin,2020,0.191261
55,Wisconsin,2021,0.190825
55,Wisconsin,2022,0.19128
55,Wisconsin,2023,0.192256
56,Wyoming,2000,0.18839
56,Wyoming,2001,0.189543
56,Wyoming,2002,0.193951
56,Wyoming,2003,0.196205
56,Wyoming,2004,0.199316
56,Wyoming,2005,0.200822
56,Wyoming,2006,0.202349
56,Wyoming,2007,0.204623
56,Wyoming,2008,0.20572
56,Wyoming,2009,0.209261
56,Wyoming,2010,0.207072
56,Wyoming,2011,0.208698
56,Wyoming,2012,0.21129
56,Wyoming,2013,0.211497
56,Wyoming,2014,0.21136
56,Wyoming,2015,0.209035
56,Wyoming,2016,0.205823
56,Wyoming,2017,0.201352
56,Wyoming,2018,0.198157
56,Wyoming,2019,0.195219
56,Wyoming,2020,0.190095
56,Wyoming,2021,0.188429
56,Wyoming,2022,0.187433
56,Wyoming,2023,0.186984
