fips,state,year,beer_tax_per_gal,source_url,rate_as_of
27,Minnesota,2000,0.15,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
27,Minnesota,2001,0.15,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
27,Minnesota,2002,0.15,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
27,Minnesota,2003,0.15,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
27,Minnesota,2004,0.15,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
27,Minnesota,2005,0.15,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
27,Minnesota,2006,0.15,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
27,Minnesota,2007,0.15,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
27,Minnesota,2008,0.15,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
27,Minnesota,2010,0.15,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
27,Minnesota,2013,0.15,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
27,Minnesota,2014,0.15,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
27,Minnesota,2015,0.15,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
27,Minnesota,2016,0.15,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
27,Minnesota,2017,0.15,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
27,Minnesota,2020,0.148,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
27,Minnesota,2021,0.148,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
27,Minnesota,2022,0.148,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
28,Mississippi,2000,0.43,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
28,Mississippi,2001,0.43,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
28,Mississippi,2002,0.43,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
28,Mississippi,2003,0.43,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
28,Mississippi,2004,0.43,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
28,Mississippi,2005,0.43,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
28,Mississippi,2006,0.43,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
28,Mississippi,2007,0.43,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
28,Mississippi,2008,0.4268,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
28,Mississippi,2010,0.4268,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
28,Mississippi,2013,0.4268,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
28,Mississippi,2014,0.4268,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
28,Mississippi,2015,0.4268,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
28,Mississippi,2016,0.4268,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
28,Mississippi,2017,0.4268,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
28,Mississippi,2020,0.4268,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
28,Mississippi,2021,0.4268,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
28,Mississippi,2022,0.4268,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
29,Missouri,2000,0.06,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
29,Missouri,2001,0.06,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
29,Missouri,2002,0.06,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
29,Missouri,2003,0.06,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
29,Missouri,2004,0.06,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
29,Missouri,2005,0.06,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
29,Missouri,2006,0.06,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
29,Missouri,2007,0.06,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
29,Missouri,2008,0.06,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
29,Missouri,2010,0.06,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
29,Missouri,2013,0.06,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
29,Missouri,2014,0.06,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
29,Missouri,2015,0.06,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
29,Missouri,2016,0.06,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
29,Missouri,2017,0.06,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
29,Missouri,2020,0.06,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
29,Missouri,2021,0.06,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
29,Missouri,2022,0.06,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
30,Montana,2000,0.14,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
30,Montana,2001,0.14,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
30,Montana,2002,0.14,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
30,Montana,2003,0.14,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
30,Montana,2004,0.14,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
30,Montana,2005,0.14,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
30,Montana,2006,0.14,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
30,Montana,2007,0.14,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
30,Montana,2008,0.14,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
30,Montana,2010,0.14,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
30,Montana,2013,0.14,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
30,Montana,2014,0.14,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
30,Montana,2015,0.14,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
30,Montana,2016,0.14,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
30,Montana,2017,0.14,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
30,Montana,2020,0.14,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
30,Montana,2021,0.14,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
30,Montana,2022,0.14,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
31,Nebraska,2000,0.23,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
31,Nebraska,2001,0.23,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
31,Nebraska,2002,0.23,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
31,Nebraska,2003,0.23,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
31,Nebraska,2004,0.31,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
31,Nebraska,2005,0.31,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
31,Nebraska,2006,0.31,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
31,Nebraska,2007,0.31,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
31,Nebraska,2008,0.31,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
31,Nebraska,2010,0.31,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
31,Nebraska,2013,0.31,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
31,Nebraska,2014,0.31,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
31,Nebraska,2015,0.31,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
31,Nebraska,2016,0.31,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
31,Nebraska,2017,0.31,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
31,Nebraska,2020,0.31,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
31,Nebraska,2021,0.31,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
31,Nebraska,2022,0.31,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
32,Nevada,2000,0.09,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
32,Nevada,2001,0.09,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
32,Nevada,2002,0.09,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
32,Nevada,2003,0.09,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
32,Nevada,2004,0.16,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
32,Nevada,2005,0.16,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
32,Nevada,2006,0.16,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
32,Nevada,2007,0.16,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
32,Nevada,2008,0.16,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
32,Nevada,2010,0.16,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
32,Nevada,2013,0.16,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
32,Nevada,2014,0.16,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
32,Nevada,2015,0.16,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
32,Nevada,2016,0.16,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
32,Nevada,2017,0.16,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
32,Nevada,2020,0.16,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
32,Nevada,2021,0.16,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
32,Nevada,2022,0.16,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
33,New Hampshire,2000,0.3,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
33,New Hampshire,2001,0.3,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
33,New Hampshire,2002,0.3,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
33,New Hampshire,2003,0.3,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
33,New Hampshire,2004,0.3,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
33,New Hampshire,2005,0.3,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
33,New Hampshire,2006,0.3,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
33,New Hampshire,2007,0.3,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
33,New Hampshire,2008,0.3,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
33,New Hampshire,2010,0.3,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
33,New Hampshire,2013,0.3,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
33,New Hampshire,2014,0.3,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
33,New Hampshire,2015,0.3,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
33,New Hampshire,2016,0.3,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
33,New Hampshire,2017,0.3,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
33,New Hampshire,2020,0.3,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
33,New Hampshire,2021,0.3,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
33,New Hampshire,2022,0.3,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
34,New Jersey,2000,0.12,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
34,New Jersey,2001,0.12,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
34,New Jersey,2002,0.12,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
34,New Jersey,2003,0.12,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
34,New Jersey,2004,0.12,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
34,New Jersey,2005,0.12,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
34,New Jersey,2006,0.12,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
34,New Jersey,2007,0.12,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
34,New Jersey,2008,0.12,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
34,New Jersey,2010,0.12,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
34,New Jersey,2013,0.12,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
34,New Jersey,2014,0.12,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
34,New Jersey,2015,0.12,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
34,New Jersey,2016,0.12,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
34,New Jersey,2017,0.12,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
34,New Jersey,2020,0.12,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
34,New Jersey,2021,0.12,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
34,New Jersey,2022,0.12,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
35,New Mexico,2000,0.41,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
35,New Mexico,2001,0.41,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
35,New Mexico,2002,0.41,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
35,New Mexico,2003,0.41,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
35,New Mexico,2004,0.41,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
35,New Mexico,2005,0.41,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
35,New Mexico,2006,0.41,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
35,New Mexico,2007,0.41,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
35,New Mexico,2008,0.41,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
35,New Mexico,2010,0.41,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
35,New Mexico,2013,0.41,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
35,New Mexico,2014,0.41,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
35,New Mexico,2015,0.41,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
35,New Mexico,2016,0.41,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
35,New Mexico,2017,0.41,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
35,New Mexico,2020,0.41,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
35,New Mexico,2021,0.41,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
35,New Mexico,2022,0.41,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
36,New York,2000,0.53,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
36,New York,2001,0.53,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
36,New York,2002,0.53,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
36,New York,2003,0.53,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
36,New York,2004,0.11,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
36,New York,2005,0.11,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
36,New York,2006,0.11,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
36,New York,2007,0.11,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
36,New York,2008,0.11,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
36,New York,2010,0.14,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
36,New York,2013,0.14,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
36,New York,2014,0.14,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
36,New York,2015,0.14,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
36,New York,2016,0.14,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
36,New York,2017,0.14,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
36,New York,2020,0.14,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
36,New York,2021,0.14,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
36,New York,2022,0.14,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
37,North Carolina,2000,0.53,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
37,North Carolina,2001,0.53,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
37,North Carolina,2002,0.53,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
37,North Carolina,2003,0.53,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
37,North Carolina,2004,0.53,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
37,North Carolina,2005,0.53,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
37,North Carolina,2006,0.53,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
37,North Carolina,2007,0.53,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
37,North Carolina,2008,0.53,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
37,North Carolina,2010,0.53,https://web.archive.org/web/20101204030548/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2010"
37,North Carolina,2013,0.6171,https://web.archive.org/web/20131019064212/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2013"
37,North Carolina,2014,0.6171,https://web.archive.org/web/20140823201458/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2014"
37,North Carolina,2015,0.6171,https://web.archive.org/web/20150412002448/http://www.taxadmin.org/fta/rate/beer.pdf,"January 1, 2015"
37,North Carolina,2016,0.6171,https://web.archive.org/web/20160407141458/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2016"
37,North Carolina,2017,0.6171,https://web.archive.org/web/20171004061122/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2017"
37,North Carolina,2020,0.6171,https://web.archive.org/web/20201120035113/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2020"
37,North Carolina,2021,0.6171,https://web.archive.org/web/20210227010153/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2021"
37,North Carolina,2022,0.6171,https://web.archive.org/web/20220421124521/http://www.taxadmin.org/assets/docs/Research/Rates/beer.pdf,"January 1, 2022"
38,North Dakota,2000,0.16,https://web.archive.org/web/20000325063700/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2000"
38,North Dakota,2001,0.16,https://web.archive.org/web/20010302215202/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2001"
38,North Dakota,2002,0.16,https://web.archive.org/web/20021223201049/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2002"
38,North Dakota,2003,0.16,https://web.archive.org/web/20030416141321/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2003"
38,North Dakota,2004,0.16,https://web.archive.org/web/20040603161539/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2004"
38,North Dakota,2005,0.16,https://web.archive.org/web/20051223093209/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2005"
38,North Dakota,2006,0.16,https://web.archive.org/web/20060420121500/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2006"
38,North Dakota,2007,0.16,https://web.archive.org/web/20070504194236/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2007"
38,North Dakota,2008,0.16,https://web.archive.org/web/20081025160909/http://www.taxadmin.org/fta/rate/beer.html,"January 1, 2008"
