fips,state,year,real_gdp_pc
5,Arkansas,2004,39489
5,Arkansas,2005,40434
5,Arkansas,2006,40716
5,Arkansas,2007,40028
5,Arkansas,2008,39529
5,Arkansas,2009,37915
5,Arkansas,2010,38672
5,Arkansas,2011,39184
5,Arkansas,2012,39492
5,Arkansas,2013,40481
5,Arkansas,2014,40896
5,Arkansas,2015,40786
5,Arkansas,2016,41124
5,Arkansas,2017,41241
5,Arkansas,2018,41954
5,Arkansas,2019,42112
5,Arkansas,2020,42595
5,Arkansas,2021,45447
5,Arkansas,2022,45520
5,Arkansas,2023,46278
6,California,2000,52499
6,California,2001,51757
6,California,2002,52234
6,California,2003,53762
6,California,2004,55004
6,California,2005,56999
6,California,2006,58866
6,California,2007,59832
6,California,2008,59893
6,California,2009,57105
6,California,2010,57714
6,California,2011,58265
6,California,2012,59440
6,California,2013,61179
6,California,2014,62941
6,California,2015,65442
6,California,2016,67018
6,California,2017,69667
6,California,2018,72291
6,California,2019,75299
6,California,2020,74188
6,California,2021,80498
6,California,2022,80614
6,California,2023,82228
8,Colorado,2000,55175
8,Colorado,2001,54828
8,Colorado,2002,54272
8,Colorado,2003,54324
8,Colorado,2004,54660
8,Colorado,2005,56563
8,Colorado,2006,56815
8,Colorado,2007,58023
8,Colorado,2008,57632
8,Colorado,2009,55440
8,Colorado,2010,55351
8,Colorado,2011,55441
8,Colorado,2012,55710
8,Colorado,2013,57199
8,Colorado,2014,58924
8,Colorado,2015,60599
8,Colorado,2016,60912
8,Colorado,2017,62343
8,Colorado,2018,64103
8,Colorado,2019,66637
8,Colorado,2020,65779
8,Colorado,2021,69914
8,Colorado,2022,72346
8,Colorado,2023,74899
9,Connecticut,2000,68549
9,Connecticut,2001,68846
9,Connecticut,2002,67743
9,Connecticut,2003,67938
9,Connecticut,2004,72275
9,Connecticut,2005,73626
9,Connecticut,2006,76612
9,Connecticut,2007,78952
9,Connecticut,2008,78349
9,Connecticut,2009,74549
9,Connecticut,2010,74535
9,Connecticut,2011,72885
9,Connecticut,2012,73334
9,Connecticut,2013,72004
9,Connecticut,2014,72477
9,Connecticut,2015,74924
9,Connecticut,2016,74919
9,Connecticut,2017,76601
9,Connecticut,2018,76816
9,Connecticut,2019,77180
9,Connecticut,2020,73160
9,Connecticut,2021,75140
9,Connecticut,2022,77410
9,Connecticut,2023,78301
10,Delaware,2000,80609
10,Delaware,2001,82600
10,Delaware,2002,79019
10,Delaware,2003,78627
10,Delaware,2004,81530
10,Delaware,2005,78544
10,Delaware,2006,79616
10,Delaware,2007,78156
10,Delaware,2008,74413
10,Delaware,2009,77586
10,Delaware,2010,75910
10,Delaware,2011,78343
10,Delaware,2012,77074
10,Delaware,2013,74299
10,Delaware,2014,79262
10,Delaware,2015,80898
10,Delaware,2016,75729
10,Delaware,2017,72609
10,Delaware,2018,73276
10,Delaware,2019,76411
10,Delaware,2020,73326
10,Delaware,2021,74840
10,Delaware,2022,79564
10,Delaware,2023,79554
11,District of Columbia,2000,162162
11,District of Columbia,2001,167423
11,District of Columbia,2002,172753
11,District of Columbia,2003,177606
11,District of Columbia,2004,187664
11,District of Columbia,2005,191989
11,District of Columbia,2006,190734
11,District of Columbia,2007,195485
11,District of Columbia,2008,200287
11,District of Columbia,2009,195273
11,District of Columbia,2010,198904
11,District of Columbia,2011,197708
11,District of Columbia,2012,194370
11,District of Columbia,2013,190458
11,District of Columbia,2014,191205
11,District of Columbia,2015,190705
11,District of Columbia,2016,192296
11,District of Columbia,2017,192659
11,District of Columbia,2018,196062
11,District of Columbia,2019,196130
11,District of Columbia,2020,205457
11,District of Columbia,2021,214246
11,District of Columbia,2022,213207
11,District of Columbia,2023,210876
12,Florida,2000,43236
12,Florida,2001,43690
12,Florida,2002,44714
12,Florida,2003,45979
12,Florida,2004,47886
12,Florida,2005,49499
12,Florida,2006,50052
12,Florida,2007,50212
12,Florida,2008,48133
12,Florida,2009,45060
12,Florida,2010,45206
12,Florida,2011,44575
12,Florida,2012,44444
12,Florida,2013,45018
12,Florida,2014,45616
12,Florida,2015,46784
12,Florida,2016,47461
12,Florida,2017,48380
12,Florida,2018,49421
12,Florida,2019,50480
12,Florida,2020,49672
12,Florida,2021,53716
12,Florida,2022,56008
12,Florida,2023,57910
13,Georgia,2000,50772
13,Georgia,2001,50463
13,Georgia,2002,50225
13,Georgia,2003,50920
13,Georgia,2004,52598
13,Georgia,2005,53870
13,Georgia,2006,53248
13,Georgia,2007,52646
13,Georgia,2008,50696
13,Georgia,2009,48230
13,Georgia,2010,48556
13,Georgia,2011,49085
13,Georgia,2012,49379
13,Georgia,2013,50112
13,Georgia,2014,51385
13,Georgia,2015,53038
13,Georgia,2016,54491
13,Georgia,2017,56018
13,Georgia,2018,57126
13,Georgia,2019,58406
13,Georgia,2020,56204
13,Georgia,2021,59659
13,Georgia,2022,61404
13,Georgia,2023,61604
15,Hawaii,2000,50057
