delta,mean_jack_se,sd_att,se_inflation
0,0.0338019902326577,0.0196839372893428,1.7172372445506
-0.02,0.0370313533875975,0.0196839372893428,1.88129807788236
-0.05,0.0573765097157684,0.0196839372893428,2.91488988571575
-0.08,0.0858788451346646,0.0196839372893428,4.36288959227486
-0.12,0.128404115277171,0.0196839372893428,6.52329426728519
