estimator,delta,sd_att,mean_se_boot,mean_se_jack,ratio_boot,ratio_jack
multisynth,0,0.0196839372893428,0.0338019902326577,0.025084924225057,1.7172372445506,1.27438549799884
multisynth,-0.02,0.0196839372893428,0.0370313533875976,0.025084924225057,1.88129807788236,1.27438549799884
multisynth,-0.05,0.0196839372893428,0.0573765097157684,0.025084924225057,2.91488988571575,1.27438549799884
multisynth,-0.08,0.0196839372893428,0.0858788451346646,0.025084924225057,4.36288959227486,1.27438549799884
multisynth,-0.12,0.0196839372893428,0.128404115277171,0.025084924225057,6.52329426728519,1.27438549799884
multisynth_phased,-0.05,0.0196839372893428,0.0456959706048975,0.0255534061803703,2.32148527671027,1.29818571380053
