state,att,se_boot,se_jack,ci_lo_boot,ci_hi_boot,ci_lo_jack,ci_hi_jack,pct
Average,0.0275659204188017,0.0419138934703777,0.022191626963522,-0.0545853107831386,0.109717151620742,-0.0159296684297014,0.0710615092673048,0.0279493757271787
