estimator,att,se,pct,t_stat
multisynth,-0.0197791278280722,0.0254600137571382,-0.0195848041723312,-0.776870272606461
sdid,-0.0152278420734511,0.0148484460689143,-0.0151124847762092,-1.02555122622098
gsynth_ife,-0.0164446572314636,0.0167137404560892,-0.016310181997824,-0.983900478451693
matrix_completion,-0.0123129070893382,0.012261191105344,-0.0122374134153744,-1.00421785971281
callaway_santanna,-0.0167057141906768,0.00753481895905343,-0.0165669475538447,-2.2171354456505
twfe,-0.012492854122893,0.0124642701461309,-0.0124151423713079,-1.00229327320629
