draw,null_att
382,0.0427967197352165
383,0.0148645025149986
384,0.0308335213218547
385,-0.00484610789163358
386,-0.0186496117417486
387,0.0101235835446993
388,0.0121557726944518
389,-0.0362363682520551
390,-0.0298960988962735
391,0.00668422125461667
392,-0.0107385527022253
393,0.00519895812899966
394,0.00913457814274573
395,0.00130341526456094
396,-0.00606694152272345
397,0.00633027568266001
398,0.0126702630449892
399,0.00556140730988093
400,-0.00173589056065852
401,-0.00272546728412552
402,0.00286656670818975
403,0.00420305704056231
404,-0.0155786204141644
405,-0.029988896277483
406,0.00545930513792674
407,0.0162888757535338
408,0.0156101071159638
409,0.0229270276245853
410,-0.00469482173280013
411,-0.00166993093857446
412,0.0154225785660126
413,-0.0112647673179992
414,0.0181296839522477
415,0.0274598474259355
416,0.0147489371095671
417,-0.0111576853532114
418,0.0146959409215747
419,-0.0158462444778103
420,-0.0170397825402013
421,0.0141225849549856
422,0.0314695245616636
423,-0.0136359589112706
424,0.0123293935854265
425,0.0240407695307864
426,0.00522751658630824
427,0.013437369180304
428,0.0216294965714991
429,0.0661928461743534
430,0.0104672877171636
431,0.0304695067821295
432,0.00177839508167237
433,-0.00353498669642104
434,-0.00749537118304101
435,-0.0113085265930602
436,0.0230160176116051
437,-0.00636266917022231
438,-0.0277099638016395
439,0.00924147257287978
440,-0.0119592106697625
441,-0.0277418917561022
442,0.00845504870522227
443,0.0232488579716779
444,-0.00572354829065029
445,0.0138005115096424
446,0.0159883156568946
447,0.0129508794636224
448,0.0411671957653866
449,-0.00419927897742784
450,0.0226410205437317
451,-0.00963000664779045
452,-0.0203212321803683
453,0.000418171778735765
454,0.00149501168808347
455,-0.0256097829169823
456,0.00827733801334266
457,0.00691443417677914
458,0.00691480255456737
459,0.00267475053836529
460,-0.0150223709945501
461,-0.012169989651652
462,-0.00133324776680095
463,0.00467853113883232
464,0.0165750642679191
465,-0.0187350523069839
466,0.0115459925767048
467,-0.011605206042421
468,0.011920873307035
469,0.024786722822191
470,0.0436281184771138
471,0.00797587306472904
472,-0.0258686718190667
473,0.0168788626862688
474,-0.0144822878455409
475,0.00998596516727589
476,0.0248342459474472
477,-0.0181000841389156
478,0.002185888210307
479,0.037927315711688
480,0.0133322544473307
481,0.0229923461217061
482,0.0333226919131763
483,-0.0204794215973099
484,0.0120593264161434
485,0.0310582591254373
486,-0.0468998999290823
487,0.000141364837619546
488,0.0182754420294187
489,0.0316561809253488
490,-0.00356154317937953
491,-0.0214910935994341
492,-0.00303068960363572
493,-0.0410223878654378
494,0.00115042144119177
495,0.00226685030607348
496,-0.00306097252116116
497,0.0137676863410733
498,0.0104922968303215
499,0.0231873682370509
500,-0.0473441518519574
